"data_id","truth_name","replicate","borrowing","bias_multiplier","robust_weight","positive_definite","failed"
22,"baseline",8,"robust",0.5,0.90694652986468,TRUE,FALSE
23,"low_survival",8,"robust",0.75,0.982165847175804,TRUE,FALSE
23,"low_survival",8,"robust",0.5,0.986534243223182,TRUE,FALSE
23,"low_survival",8,"full",0.5,NA,TRUE,FALSE
23,"low_survival",8,"robust",0.25,0.96072352022058,TRUE,FALSE
23,"low_survival",8,"full",0.75,NA,TRUE,FALSE
23,"low_survival",8,"full",1.5,NA,TRUE,FALSE
23,"low_survival",8,"full",0,NA,TRUE,FALSE
23,"low_survival",8,"robust",1,0.990870182511233,TRUE,FALSE
23,"low_survival",8,"full",0.25,NA,TRUE,FALSE
23,"low_survival",8,"robust",0,0.990370933276709,TRUE,FALSE
23,"low_survival",8,"robust",1.5,0.326436937822896,TRUE,FALSE
23,"low_survival",8,"none",NA,NA,TRUE,FALSE
23,"low_survival",8,"full",1,NA,TRUE,FALSE
24,"flatter_fecundity",8,"robust",0.25,0.996146495594395,TRUE,FALSE
24,"flatter_fecundity",8,"robust",0,0.992162250022402,TRUE,FALSE
24,"flatter_fecundity",8,"full",0,NA,TRUE,FALSE
24,"flatter_fecundity",8,"none",NA,NA,TRUE,FALSE
24,"flatter_fecundity",8,"full",0.25,NA,TRUE,FALSE
24,"flatter_fecundity",8,"full",0.75,NA,TRUE,FALSE
24,"flatter_fecundity",8,"robust",1.5,1.24661372683308e-08,TRUE,FALSE
24,"flatter_fecundity",8,"robust",0.5,0.894492141283723,TRUE,FALSE
24,"flatter_fecundity",8,"robust",1,0.126987694934532,TRUE,FALSE
24,"flatter_fecundity",8,"full",1,NA,TRUE,FALSE
24,"flatter_fecundity",8,"robust",0.75,0.162862904907748,TRUE,FALSE
24,"flatter_fecundity",8,"full",1.5,NA,TRUE,FALSE
24,"flatter_fecundity",8,"full",0.5,NA,TRUE,FALSE
25,"baseline",9,"none",NA,NA,TRUE,FALSE
25,"baseline",9,"full",1,NA,TRUE,FALSE
25,"baseline",9,"robust",1.5,0.000245634808096138,TRUE,FALSE
25,"baseline",9,"full",1.5,NA,TRUE,FALSE
25,"baseline",9,"robust",1,0.00183541689465589,TRUE,FALSE
25,"baseline",9,"full",0.25,NA,TRUE,FALSE
25,"baseline",9,"robust",0.75,0.23487952408078,TRUE,FALSE
25,"baseline",9,"robust",0,0.955391546305413,TRUE,FALSE
25,"baseline",9,"robust",0.5,0.0012155050895185,TRUE,FALSE
25,"baseline",9,"full",0.5,NA,TRUE,FALSE
25,"baseline",9,"robust",0.25,0.185331666753006,TRUE,FALSE
25,"baseline",9,"full",0.75,NA,TRUE,FALSE
25,"baseline",9,"full",0,NA,TRUE,FALSE
26,"low_survival",9,"full",1.5,NA,TRUE,FALSE
26,"low_survival",9,"full",0.5,NA,TRUE,FALSE
26,"low_survival",9,"robust",0.75,0.00203553430291373,TRUE,FALSE
26,"low_survival",9,"full",0.75,NA,TRUE,FALSE
26,"low_survival",9,"robust",0.5,0.00199062335634877,TRUE,FALSE
26,"low_survival",9,"robust",1,0.0053395671111844,TRUE,FALSE
26,"low_survival",9,"robust",0.25,0.000182821935002856,TRUE,FALSE
26,"low_survival",9,"full",1,NA,TRUE,FALSE
26,"low_survival",9,"robust",0,5.97848958903423e-05,TRUE,FALSE
26,"low_survival",9,"full",0,NA,TRUE,FALSE
26,"low_survival",9,"none",NA,NA,TRUE,FALSE
26,"low_survival",9,"full",0.25,NA,TRUE,FALSE
26,"low_survival",9,"robust",1.5,0.115773075921628,TRUE,FALSE
27,"flatter_fecundity",9,"full",0.75,NA,TRUE,FALSE
27,"flatter_fecundity",9,"full",0,NA,TRUE,FALSE
27,"flatter_fecundity",9,"robust",0.25,0.987914159209206,TRUE,FALSE
