"scenario","replicate","method","success","error","positive_definite","condition_number"
"parent_excitation_sparse",66,"one_step_gamma_poisson",TRUE,"",TRUE,10341.7604316459
"parent_excitation_sparse",66,"one_step_finite_population_overdispersed",TRUE,"",TRUE,6527.65610176195
"parent_excitation_dense",66,"one_step_gamma_poisson",TRUE,"",TRUE,29223.6805548694
"parent_excitation_dense",66,"one_step_finite_population_overdispersed",TRUE,"",TRUE,24104.3764868115
"parent_excitation_sparse",67,"one_step_gamma_poisson",TRUE,"",TRUE,1543.10378035864
"parent_excitation_sparse",67,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7430.94793570905
"parent_excitation_dense",67,"one_step_gamma_poisson",TRUE,"",TRUE,98562.3045164218
"parent_excitation_dense",67,"one_step_finite_population_overdispersed",TRUE,"",TRUE,26734.5494224513
"parent_excitation_sparse",68,"one_step_gamma_poisson",TRUE,"",TRUE,6476.4511445098
"parent_excitation_sparse",68,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8091.1716672344
"parent_excitation_dense",68,"one_step_gamma_poisson",TRUE,"",TRUE,133708.309771184
"parent_excitation_dense",68,"one_step_finite_population_overdispersed",TRUE,"",TRUE,25105.9906346357
"parent_excitation_sparse",69,"one_step_gamma_poisson",TRUE,"",TRUE,3690.85733678003
"parent_excitation_sparse",69,"one_step_finite_population_overdispersed",TRUE,"",TRUE,8631.89112707818
"parent_excitation_dense",69,"one_step_gamma_poisson",TRUE,"",TRUE,13812.3732594375
"parent_excitation_dense",69,"one_step_finite_population_overdispersed",TRUE,"",TRUE,24845.588080211
"parent_excitation_sparse",70,"one_step_gamma_poisson",TRUE,"",TRUE,3139.43093163033
"parent_excitation_sparse",70,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7659.18590979473
"parent_excitation_dense",70,"one_step_gamma_poisson",TRUE,"",TRUE,113552.378390818
"parent_excitation_dense",70,"one_step_finite_population_overdispersed",TRUE,"",TRUE,21406.1662598424
"parent_excitation_sparse",71,"one_step_gamma_poisson",TRUE,"",TRUE,4216.94094103749
"parent_excitation_sparse",71,"one_step_finite_population_overdispersed",TRUE,"",TRUE,6273.32468912077
"parent_excitation_dense",71,"one_step_gamma_poisson",TRUE,"",TRUE,23423.8880704648
"parent_excitation_dense",71,"one_step_finite_population_overdispersed",TRUE,"",TRUE,24115.7214979711
"parent_excitation_sparse",72,"one_step_gamma_poisson",TRUE,"",TRUE,2309.00856400004
"parent_excitation_sparse",72,"one_step_finite_population_overdispersed",TRUE,"",TRUE,7971.34161176299
"parent_excitation_dense",72,"one_step_gamma_poisson",TRUE,"",TRUE,4067.00698568176
"parent_excitation_dense",72,"one_step_finite_population_overdispersed",TRUE,"",TRUE,26419.3624236506
