"scenario_id","design","populations","transitions","initial_n","profile_detection","initial_profile","replicate","process_model","failed","error","process_model","convergence","positive_definite","condition_number","laplace_draws","parameter_coverage","derived_coverage","parameter_mean_abs_z","derived_mean_abs_z"
217,"one_by_twelve",1,12,500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,13227.6416309198,500,0.9,0.733333333333333,0.758962321457198,1.48725713063717
218,"three_by_four",3,4,500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,3269.42998584147,500,1,0.933333333333333,0.685888007110321,0.820360061493265
218,"three_by_four",3,4,500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2890.37404676636,500,1,0.933333333333333,0.537339728533812,0.582723039398454
219,"six_by_two",6,2,500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,1065.26334191362,500,0.6,0.8,2.07387589340514,1.47387453907737
219,"six_by_two",6,2,500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1003.36044790565,500,0.7,0.8,1.9736833388339,1.39519845867663
220,"one_by_twelve",1,12,2500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,11549.4549133097,500,0.9,0.933333333333333,0.755934960115392,0.686916475743415
220,"one_by_twelve",1,12,2500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,62772.4265568082,500,0.9,0.933333333333333,0.672788819994076,0.594621161124334
221,"three_by_four",3,4,2500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,5268.31867044948,500,1,0.866666666666667,1.07299001560168,1.19224849964774
221,"three_by_four",3,4,2500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14084.821304824,500,0.7,0.666666666666667,1.44365255413946,1.58686212063191
222,"six_by_two",6,2,2500,0.25,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,4556.54150490793,500,1,0.933333333333333,0.854134638567243,0.928342246549791
222,"six_by_two",6,2,2500,0.25,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3578.49281781353,500,1,1,0.880744392609746,0.918624358641584
223,"one_by_twelve",1,12,500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,16006.5473837912,500,0.8,0.6,1.0543245614435,2.03054853318104
223,"one_by_twelve",1,12,500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12379.0140910824,500,0.8,0.666666666666667,1.00325099852164,1.892945317236
224,"three_by_four",3,4,500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,5681.39320014598,500,1,0.933333333333333,0.691736163429877,0.894190159222972
224,"three_by_four",3,4,500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5020.32444091993,500,1,0.933333333333333,0.54683650285247,0.725839161195494
225,"six_by_two",6,2,500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,6990.00580281188,500,0.9,0.933333333333333,0.764349332037506,0.828821849743329
225,"six_by_two",6,2,500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5946.14295409152,500,1,0.933333333333333,0.806507821071637,0.82758167094857
226,"one_by_twelve",1,12,2500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,15669.246517852,500,0.6,0.666666666666667,1.75881357900952,2.0749311082598
226,"one_by_twelve",1,12,2500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,11833.1869443447,500,0.8,0.866666666666667,1.37558574103543,1.75946089173666
227,"three_by_four",3,4,2500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,10377.1979825287,500,0.7,0.666666666666667,1.73930277477386,1.98555164191737
227,"three_by_four",3,4,2500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,6791.17836146155,500,0.8,0.733333333333333,1.25544513800116,1.33149694243983
228,"six_by_two",6,2,2500,1,"baseline",10,"poisson",FALSE,NA,"poisson",0,TRUE,14841.1048633326,500,0.9,0.933333333333333,0.634404739115844,0.61340718930235
228,"six_by_two",6,2,2500,1,"baseline",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,14879.4574383123,500,0.9,0.933333333333333,0.57543122207301,0.530398835725991
229,"one_by_twelve",1,12,500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,2734.62070624233,500,0.8,0.866666666666667,1.91658351683283,1.29346061602575
229,"one_by_twelve",1,12,500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,5485.62077508254,500,0.8,0.866666666666667,1.9276986692416,1.29325239173191
230,"three_by_four",3,4,500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,1267.7822891669,500,1,1,0.671105195802523,0.658386050535208
230,"three_by_four",3,4,500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,1662.01096329882,500,1,1,0.658474188676406,0.651023060326733
231,"six_by_two",6,2,500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,2475.24818247332,500,1,1,1.08238031186066,1.09425917223664
231,"six_by_two",6,2,500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2196.72961826009,500,1,1,1.09671625076686,1.10547701674124
232,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,5196.31060016742,500,0.7,0.866666666666667,1.5314743906593,1.35949422636266
232,"one_by_twelve",1,12,2500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4345.30680024545,500,0.8,0.866666666666667,1.36828196168806,1.1978886596184
233,"three_by_four",3,4,2500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,679.156845405879,500,0.5,0.533333333333333,2.80695983815504,2.29834688185938
233,"three_by_four",3,4,2500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,585.230080851306,500,0.6,0.533333333333333,2.39792429549508,1.96314920769119
234,"six_by_two",6,2,2500,0.25,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,2049.15254988979,500,1,1,0.694956534616056,0.695907046906696
234,"six_by_two",6,2,2500,0.25,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3313.92034914159,500,1,1,0.636816113212278,0.640370641087891
235,"one_by_twelve",1,12,500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,6013.04479943666,500,1,0.866666666666667,0.91162489437696,1.49497486795021
235,"one_by_twelve",1,12,500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4836.07931978835,500,1,0.866666666666667,0.847839563232352,1.39029723331436
236,"three_by_four",3,4,500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,3398.96240902279,500,0.8,0.666666666666667,0.97217273032133,1.19500570733323
236,"three_by_four",3,4,500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,3061.35092765866,500,1,1,0.810976383319729,0.985060658756975
237,"six_by_two",6,2,500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,3126.62683699972,500,0.7,0.666666666666667,1.20939680877637,1.61002053142865
237,"six_by_two",6,2,500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,2862.453752092,500,0.8,0.733333333333333,1.09227094599168,1.40266676229006
238,"one_by_twelve",1,12,2500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,7612.91084816221,500,0.9,0.8,0.950819232990539,1.11900229810115
238,"one_by_twelve",1,12,2500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,54138.7121473861,500,1,0.933333333333333,0.90978211518322,1.05489709215731
239,"three_by_four",3,4,2500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,4914.94459184748,500,0.6,0.666666666666667,1.52174775237461,1.44297250596813
239,"three_by_four",3,4,2500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,4217.07244144256,500,0.8,0.8,1.20155246536463,1.08536617485569
240,"six_by_two",6,2,2500,1,"cohort_pulse",10,"poisson",FALSE,NA,"poisson",0,TRUE,4009.07406315718,500,0.8,0.8,1.37966776477522,1.44956836680398
240,"six_by_two",6,2,2500,1,"cohort_pulse",10,"gamma_poisson",FALSE,NA,"gamma_poisson",0,TRUE,12306.2321903992,500,0.8,0.866666666666667,1.30382436808635,1.37381513906268
